model	model_structure	hierarchy	k_depth	family	response	x	predicted	pred_q05	pred_q95
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	1.02394838316878	0.318985446658364	0.147334629587735	0.5167460555902
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	1.0343199528657	0.317680981599493	0.146288833999572	0.515111700714221
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.00753455287049989	1.98425968116277	1.56223330485331	2.44295641303377
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.0179061225674211	1.94637127943425	1.54611986401581	2.37635995991088
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.0282776922643423	1.9105737837917	1.53113010857769	2.31452317526927
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.0386492619612635	1.87674918221372	1.51664410492385	2.25700806528228
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.0490208316581847	1.84478626936012	1.50387990293972	2.20293106090397
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.059392401355106	1.81458024566322	1.49130501074027	2.15356658310653
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.0697639710520272	1.78603234051621	1.47865611072644	2.1056009097094
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.0801355407489484	1.75904945808145	1.46509174341258	2.06122079958234
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.0905071104458696	1.73354384433381	1.45126102076205	2.01985936650709
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.100878680142791	1.70943277404071	1.44031663935268	1.98390867232635
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.111250249839712	1.68663825646128	1.42803619270479	1.94920172563489
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.121621819536633	1.66508675862299	1.41654791308	1.91747075540342
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.131993389233554	1.64470894510497	1.40605226281088	1.88593326165797
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.142364958930476	1.6254394333238	1.39570115795907	1.85814582747073
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.152736528627397	1.60721656337979	1.38540179159065	1.83244010476159
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.163108098324318	1.5899821815801	1.37652322885256	1.80775406007225
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.173479668021239	1.57368143680975	1.36890653982821	1.78464683655145
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.183851237718161	1.55826258897274	1.35974044246231	1.76337465779177
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.194222807415082	1.5436768287736	1.35219068425502	1.74287991887639
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.204594377112003	1.52987810815448	1.34432616557671	1.72239144720538
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.214965946808924	1.51682298074521	1.33718631108506	1.70397650879364
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.225337516505845	1.50447045172324	1.32909221471675	1.68644492271886
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.235709086202767	1.4927818365173	1.32222950740366	1.67132048609758
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.246080655899688	1.48172062782347	1.3156614313801	1.65722077252287
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.256452225596609	1.47125237043474	1.30816704590398	1.64437499346682
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.26682379529353	1.46134454341594	1.30104861271055	1.630509396437
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.277195364990451	1.45196644918415	1.29394015785323	1.61741216048063
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.287566934687373	1.44308910908182	1.28801137363273	1.60511988416639
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.297938504384294	1.43468516505491	1.28299344718415	1.5950239091224
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.308310074081215	1.42672878707198	1.27781592017051	1.58522764593896
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.318681643778136	1.41919558594214	1.27219001491882	1.57570425743563
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.329053213475058	1.4120625312109	1.26590664726294	1.56716568996552
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.339424783171979	1.40530787383196	1.26106916568559	1.55843014568103
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.3497963528689	1.3989110733317	1.25574739122579	1.55165394722741
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.360167922565821	1.3928527292	1.25173908677235	1.54365839367783
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.370539492262742	1.38711451625721	1.24742185079674	1.53736006545953
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.380911061959664	1.38167912376217	1.24333355866952	1.53162699718743
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.391282631656585	1.37653019804042	1.23901111279497	1.52447528474774
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.401654201353506	1.37165228842491	1.23479496143006	1.51811364329666
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.412025771050427	1.3670307963141	1.2313164968483	1.51180906253947
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.422397340747348	1.3626519271641	1.22767739706477	1.50607858694955
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.43276891044427	1.3585026452423	1.22393762561224	1.50121160828283
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.443140480141191	1.35457063098064	1.22054262651092	1.49663455766473
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.453512049838112	1.35084424077583	1.21698724970736	1.49254593438049
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.463883619535033	1.3473124690936	1.21380630405446	1.48936582755299
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.474255189231954	1.34396491274194	1.21023064106998	1.48551034501679
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.484626758928876	1.34079173718692	1.20698751801432	1.48122162249823
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.494998328625797	1.33778364479167	1.20429642383228	1.47764815734765
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.505369898322718	1.33493184486679	1.20133428860171	1.47413689004684
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.515741468019639	1.33222802542649	1.19883258702362	1.47126307423012
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.526113037716561	1.32966432655149	1.19686983078677	1.46881868707243
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.536484607413482	1.3272333152654	1.1944210847533	1.46615203825542
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.546856177110403	1.32492796183679	1.19216412096244	1.46363641837984
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.557227746807324	1.32274161742436	1.18996952073102	1.46159097107199
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.567599316504245	1.3206679929877	1.18791468619927	1.45936919745286
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.577970886201167	1.31870113939026	1.18657792377286	1.45717685041089
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.588342455898088	1.31683542862603	1.18505059248397	1.45521875834632
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.598714025595009	1.31506553610497	1.18299816368436	1.45334380386672
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.60908559529193	1.31338642393633	1.18113326522033	1.45107452026568
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.619457164988852	1.31179332515254	1.17954490498299	1.4491615954962
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.629828734685773	1.31028172881956	1.17795306881334	1.44724382486391
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.640200304382694	1.30884736598293	1.1767347562199	1.44623220430312
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.650571874079615	1.30748619640166	1.17532392266845	1.44480588318182
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.660943443776536	1.30619439602486	1.17420161140496	1.44285246054645
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.671315013473458	1.30496834516861	1.17283977625424	1.44132062962177
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.681686583170379	1.30380461735326	1.17158098511485	1.44020801617213
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.6920581528673	1.30269996876342	1.17033402488364	1.43908441194622
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.702429722564221	1.30165132829511	1.16910972708944	1.4380793973316
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.712801292261142	1.30065578815685	1.16768015755227	1.43686088044927
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.723172861958064	1.29971059499313	1.16625490315217	1.43615675812045
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.733544431654985	1.29881314150064	1.16548938907033	1.43515768776392
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.743916001351906	1.29796095850931	1.16456217332533	1.43447196838811
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.754287571048827	1.29715170750196	1.16381502637863	1.43376946916823
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.764659140745748	1.29638317354762	1.16324679428181	1.43296288881295
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.77503071044267	1.29565325862532	1.16255433040241	1.4323005346824
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.785402280139591	1.2949599753162	1.16199305369858	1.43159829791171
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.795773849836512	1.29430144084327	1.16157294855004	1.43109221402185
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.806145419533433	1.29367587143926	1.16079226929175	1.43047550327799
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.816516989230355	1.29308157702411	1.16006834853028	1.42992734737654
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.826888558927276	1.29251695617472	1.15941689344776	1.42933611364129
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.837260128624197	1.29198049137056	1.15883087903461	1.42889877255196
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.847631698321118	1.29147074449981	1.15819562767727	1.42846298819173
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.858003268018039	1.29098635261124	1.15773312839775	1.42801695505796
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.868374837714961	1.29052602389837	1.15743116750443	1.42772072631079
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.878746407411882	1.29008853390272	1.15672822519512	1.42741062602636
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.889117977108803	1.28967272192413	1.15642097409405	1.42718588487433
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.899489546805724	1.28927748762644	1.15612760516231	1.42670404266607
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.909861116502645	1.28890178782788	1.1557518920908	1.42623691965659
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.920232686199567	1.28854463346573	1.15553857763361	1.42602728964301
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.930604255896488	1.2882050867257	1.1553162577614	1.42582055049526
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.940975825593409	1.28788225832682	1.15506007793482	1.42563938269127
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.95134739529033	1.28757530495336	1.15484706097879	1.42529938286215
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.961718964987252	1.28728342682553	1.15451804057325	1.42495937159995
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.972090534684173	1.28700586540133	1.15434568096028	1.42486501235578
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.982462104381094	1.28674190120244	1.15397608569374	1.42468152722942
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.992833674078015	1.2864908517571	1.15359866596689	1.42440712515819
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	1.00320524377494	1.28625206965375	1.15322888601132	1.42421377989611
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	1.01357681347186	1.28602494069923	1.15288678333699	1.42412836892686
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	1.02394838316878	1.28580888217587	1.15255899008417	1.42402165134512
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	1.0343199528657	1.28560334119197	1.15224731136489	1.42387807912828
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.00753455287049989	0.583730241719206	0.358310948060574	0.845033727965568
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.0179061225674211	0.577974435183672	0.356013114747543	0.836346440309708
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.0282776922643423	0.572325958254143	0.353239548854168	0.82532493691278
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.0386492619612635	0.566782267437264	0.3512844805513	0.815946358369159
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.0490208316581847	0.56134089293678	0.34833614119616	0.807181578058828
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.059392401355106	0.555999436163607	0.345649580436068	0.798841171557053
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.0697639710520272	0.550755567340283	0.343351338202307	0.790551192368203
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.0801355407489484	0.545607023195904	0.340663297592279	0.781874336409405
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.0905071104458696	0.540551604747792	0.337914145396838	0.772587676311968
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.100878680142791	0.535587175166351	0.335006693062659	0.764973207587557
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.111250249839712	0.530711657719686	0.332029200444731	0.756109916468674
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.121621819536633	0.525923033794718	0.329470079705496	0.748854635963695
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.131993389233554	0.521219340991703	0.326330659027103	0.741140020696875
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.142364958930476	0.516598671289141	0.323611659429993	0.733582564842625
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.152736528627397	0.51205916927625	0.320974473956423	0.725911987807322
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.163108098324318	0.507599030450267	0.318362098457398	0.71915690696859
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.173479668021239	0.503216499575964	0.315423612047634	0.713603373610675
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.183851237718161	0.498909869104895	0.312913362402126	0.706212408131934
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.194222807415082	0.494677477651974	0.310718141398941	0.6995845512066
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.204594377112003	0.490517708527105	0.308393572526164	0.694151949143123
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.214965946808924	0.486428988319676	0.305938550188573	0.687777403864521
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.225337516505845	0.482409785533822	0.303716798766752	0.681521677542088
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.235709086202767	0.478458609272457	0.301484872196545	0.675734651873552
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.246080655899688	0.474574007968151	0.299410025099668	0.670110086392895
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.256452225596609	0.470754568159018	0.296818771416399	0.665121640712573
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.26682379529353	0.466998913307852	0.294461883290844	0.659212154605235
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.277195364990451	0.463305702662835	0.292192708550871	0.653954813165025
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.287566934687373	0.459673630158186	0.28954326359668	0.648492860933843
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.297938504384294	0.456101423353224	0.287427885496284	0.643542966426881
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.308310074081215	0.452587842408347	0.284725151610421	0.637860330316889
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.318681643778136	0.449131679096518	0.282368734326522	0.63245078565106
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.329053213475058	0.44573175584889	0.280420741793074	0.6270455938955
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.339424783171979	0.442386924833268	0.278439603257963	0.622330134119458
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.3497963528689	0.439096067064161	0.276051060890356	0.618024582222229
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.360167922565821	0.435858091543222	0.273998681581312	0.61268186983238
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.370539492262742	0.432671934428919	0.272013928394729	0.608232793638496
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.380911061959664	0.429536558234358	0.26993742217164	0.604146528718908
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.391282631656585	0.426450951052167	0.268036597959782	0.599111173602644
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.401654201353506	0.423414125805458	0.265124791617427	0.594866008115237
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.412025771050427	0.420425119523877	0.263169438994961	0.590322062227046
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.422397340747348	0.417482992643809	0.261418203487549	0.586547235778977
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.43276891044427	0.414586828331856	0.258964583794678	0.582185684392999
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.443140480141191	0.411735731830706	0.257119555079387	0.57831824368594
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.453512049838112	0.408928829826587	0.255296815336985	0.574499118818311
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.463883619535033	0.406165269837512	0.253256294419407	0.570335816595145
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.474255189231954	0.403444219621537	0.251342384000674	0.566699850015473
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.484626758928876	0.40076486660433	0.249958365865387	0.562576491101943
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.494998328625797	0.398126417325322	0.248277655431994	0.558635948431331
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.505369898322718	0.39552809690179	0.2465053092444	0.554911710314162
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.515741468019639	0.392969148510206	0.244672139827417	0.551838995561554
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.526113037716561	0.390448832884248	0.242911034171185	0.548618905169114
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.536484607413482	0.387966427828861	0.241383880518237	0.545460392280404
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.546856177110403	0.385521227749807	0.239807507215794	0.542198928349072
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.557227746807324	0.38311254319814	0.238197082588749	0.538727419754873
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.567599316504245	0.38073970042909	0.236716170338332	0.535646752917114
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.577970886201167	0.37840204097484	0.234978560085679	0.53286902207304
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.588342455898088	0.3760989212307	0.233352787442629	0.529098829181402
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.598714025595009	0.373829712054222	0.231801780530156	0.525956832412227
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.60908559529193	0.371593798376791	0.229636274967904	0.522844257385524
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.619457164988852	0.369390578827261	0.228377373687075	0.519915427418271
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.629828734685773	0.367219465367222	0.226506594468509	0.516743281208401
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.640200304382694	0.365079882937487	0.224794295228046	0.513496131192566
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.650571874079615	0.362971269115416	0.223453511014898	0.510669935951211
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.660943443776536	0.360893073782703	0.222024319532174	0.50824481167548
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.671315013473458	0.358844758803276	0.220785615366891	0.505854463972432
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.681686583170379	0.356825797710945	0.219204831167158	0.502714193736547
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.6920581528673	0.354835675406486	0.217446273938672	0.499548292098765
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.702429722564221	0.352873887863833	0.216393340466472	0.496564840249106
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.712801292261142	0.350939941845064	0.215216996652089	0.494703859271546
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.723172861958064	0.349033354623898	0.213660043604989	0.492019618176032
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.733544431654985	0.347153653717406	0.212466598891325	0.489717805090599
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.743916001351906	0.345300376625666	0.211107146882701	0.487095060909477
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.754287571048827	0.343473070579093	0.209268219416217	0.484475255135767
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.764659140745748	0.341671292293204	0.207908239498602	0.482155991265058
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.77503071044267	0.339894607730543	0.206720535232105	0.480118808897199
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.785402280139591	0.338142591869562	0.205549728108787	0.477955346921674
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.795773849836512	0.336414828480204	0.204526775255059	0.475705949890035
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.806145419533433	0.334710909905987	0.203291783612871	0.473204059711239
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.816516989230355	0.333030436852359	0.202083334596152	0.470830665242039
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.826888558927276	0.331373018181139	0.200865904208592	0.468187382283836
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.837260128624197	0.32973827071083	0.199270762395876	0.465865488525664
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.847631698321118	0.328125819022623	0.197962547674659	0.464071389936217
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.858003268018039	0.326535295271908	0.196802042231355	0.46160365151291
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.868374837714961	0.324966339005112	0.195675225467735	0.460379151236643
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.878746407411882	0.3234185969817	0.194453521912393	0.45824163270877
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.889117977108803	0.321891723001163	0.193082383743128	0.456370824821727
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.899489546805724	0.320385377734852	0.191669824535766	0.454174553114751
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.909861116502645	0.318899228562481	0.190484868554265	0.452084160771657
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.920232686199567	0.317432949413181	0.189385252977583	0.450208616155492
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.930604255896488	0.315986220610932	0.18842698843377	0.448674712398325
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.940975825593409	0.314558728724257	0.187406243437322	0.447052720690954
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.95134739529033	0.31315016642004	0.186308826958379	0.445491618513161
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.961718964987252	0.311760232321333	0.185401736288743	0.443444938669939
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.972090534684173	0.310388630869034	0.184390189404259	0.44197669133821
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.982462104381094	0.309035072187316	0.183458738974327	0.439906267495831
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.992833674078015	0.307699271952695	0.182402778072416	0.438642939905766
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	1.00320524377494	0.306380951266612	0.181255675511373	0.43688532542988
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	1.01357681347186	0.305079836531443	0.18033560042461	0.435251917345384
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	1.02394838316878	0.303795659329809	0.179345166474714	0.433372988492652
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	1.0343199528657	0.302528156307107	0.178468772448588	0.432064507905485
PFT_k1_gamma	PFT_k1	PFT	k1	gamma	befa.st	0.00753455287049989	2.04464465185566	1.55109313272758	2.61876284174977
PFT_k1_gamma	PFT_k1	PFT	k1	gamma	befa.st	0.0179061225674211	2.01692744062384	1.54252743831795	2.57096379896241
PFT_k1_gamma	PFT_k1	PFT	k1	gamma	befa.st	0.0282776922643423	1.99053829279277	1.53172828761325	2.52245199919223
PFT_k1_gamma	PFT_k1	PFT	k1	gamma	befa.st	0.0386492619612635	1.96539642239105	1.52027705304309	2.47991926958417
PFT_k1_gamma	PFT_k1	PFT	k1	gamma	befa.st	0.0490208316581847	1.94142703286514	1.50901231968911	2.44295687645284
PFT_k1_gamma	PFT_k1	PFT	k1	gamma	befa.st	0.059392401355106	1.91856077860103	1.49800547529482	2.41279207466072
PFT_k1_gamma	PFT_k1	PFT	k1	gamma	befa.st	0.0697639710520272	1.89673328583361	1.48724130292307	2.38482298210766
PFT_k1_gamma	PFT_k1	PFT	k1	gamma	befa.st	0.0801355407489484	1.87588472486492	1.47582266075762	2.35685081411047
